Date,Price,Open,High,Low,Change %
2018-11-01,5426.33,5426.33,5426.33,5426.33,1.06
2018-11-02,5392.53,5392.53,5392.53,5392.53,-0.62
2018-11-05,5422.88,5422.88,5422.88,5422.88,0.56
2018-11-06,5457.25,5457.25,5457.25,5457.25,0.63
2018-11-07,5573.06,5573.06,5573.06,5573.06,2.12
2018-11-08,5562,5562,5562,5562,-0.2
2018-11-09,5511.79,5511.79,5511.79,5511.79,-0.9
2018-11-12,5403.19,5403.19,5403.19,5403.19,-1.97
2018-11-13,5395.37,5395.37,5395.37,5395.37,-0.14
2018-11-14,5355.94,5355.94,5355.94,5355.94,-0.73
2018-11-15,5414.43,5414.43,5414.43,5414.43,1.09
2018-11-16,5426.86,5426.86,5426.86,5426.86,0.23
2018-11-19,5336.7,5336.7,5336.7,5336.7,-1.66
2018-11-20,5240.23,5240.23,5240.23,5240.23,-1.81
2018-11-21,5256.61,5256.61,5256.61,5256.61,0.31
2018-11-23,5222.43,5222.43,5222.43,5222.43,-0.65
2018-11-26,5304.17,5304.17,5304.17,5304.17,1.57
2018-11-27,5321.52,5321.52,5321.52,5321.52,0.33
2018-11-28,5444.12,5444.12,5444.12,5444.12,2.3
2018-11-29,5433.49,5433.49,5433.49,5433.49,-0.2
2018-11-30,5478.91,5478.91,5478.91,5478.91,0.84
2018-12-03,5538.86,5538.86,5538.86,5538.86,1.09
2018-12-04,5359.91,5359.91,5359.91,5359.91,-3.23
2018-12-06,5353.43,5353.43,5353.43,5353.43,-0.12
2018-12-07,5229.44,5229.44,5229.44,5229.44,-2.32
2018-12-10,5238.7,5238.7,5238.7,5238.7,0.18
2018-12-11,5237.1,5237.1,5237.1,5237.1,-0.03
2018-12-12,5265.53,5265.53,5265.53,5265.53,0.54
2018-12-13,5265.46,5265.46,5265.46,5265.46,0
2018-12-14,5165.6,5165.6,5165.6,5165.6,-1.9
2018-12-17,5058.58,5058.58,5058.58,5058.58,-2.07
2018-12-18,5059.34,5059.34,5059.34,5059.34,0.02
2018-12-19,4981.92,4981.92,4981.92,4981.92,-1.53
2018-12-20,4903.46,4903.46,4903.46,4903.46,-1.57
2018-12-21,4802.51,4802.51,4802.51,4802.51,-2.06
2018-12-24,4672.66,4672.66,4672.66,4672.66,-2.7
2018-12-26,4904.49,4904.49,4904.49,4904.49,4.96
2018-12-27,4946.94,4946.94,4946.94,4946.94,0.87
2018-12-28,4941.61,4941.61,4941.61,4941.61,-0.11
2018-12-31,4984.22,4984.22,4984.22,4984.22,0.86
2019-01-02,4990.56,4990.56,4990.56,4990.56,0.13
2019-01-03,4868.3,4868.3,4868.3,4868.3,-2.45
2019-01-04,5035.45,5035.45,5035.45,5035.45,3.43
2019-01-07,5070.76,5070.76,5070.76,5070.76,0.7
2019-01-08,5120.04,5120.04,5120.04,5120.04,0.97
2019-01-09,5142.66,5142.66,5142.66,5142.66,0.44
2019-01-10,5165.9,5165.9,5165.9,5165.9,0.45
2019-01-11,5165.15,5165.15,5165.15,5165.15,-0.01
2019-01-14,5138.58,5138.58,5138.58,5138.58,-0.51
2019-01-15,5193.78,5193.78,5193.78,5193.78,1.07
2019-01-16,5205.45,5205.45,5205.45,5205.45,0.22
2019-01-17,5245.48,5245.48,5245.48,5245.48,0.77
2019-01-18,5314.78,5314.78,5314.78,5314.78,1.32
2019-01-22,5239.75,5239.75,5239.75,5239.75,-1.41
2019-01-23,5251.29,5251.29,5251.29,5251.29,0.22
2019-01-24,5258.69,5258.69,5258.69,5258.69,0.14
2019-01-25,5303.51,5303.51,5303.51,5303.51,0.85
2019-01-28,5261.88,5261.88,5261.88,5261.88,-0.78
2019-01-29,5254.31,5254.31,5254.31,5254.31,-0.14
2019-01-30,5336.6,5336.6,5336.6,5336.6,1.57
2019-01-31,5383.63,5383.63,5383.63,5383.63,0.88
2019-02-01,5389.19,5389.19,5389.19,5389.19,0.1
2019-02-04,5425.8,5425.8,5425.8,5425.8,0.68
2019-02-05,5451.4,5451.4,5451.4,5451.4,0.47
2019-02-06,5439.8,5439.8,5439.8,5439.8,-0.21
2019-02-07,5389.69,5389.69,5389.69,5389.69,-0.92
2019-02-08,5395.12,5395.12,5395.12,5395.12,0.1
2019-02-11,5399,5399,5399,5399,0.07
2019-02-12,5468.98,5468.98,5468.98,5468.98,1.3
2019-02-13,5485.97,5485.97,5485.97,5485.97,0.31
2019-02-14,5473.33,5473.33,5473.33,5473.33,-0.23
2019-02-15,5533.27,5533.27,5533.27,5533.27,1.1
2019-02-19,5541.98,5541.98,5541.98,5541.98,0.16
2019-02-20,5552.9,5552.9,5552.9,5552.9,0.2
2019-02-21,5533.8,5533.8,5533.8,5533.8,-0.34
2019-02-22,5569.45,5569.45,5569.45,5569.45,0.64
2019-02-25,5577.09,5577.09,5577.09,5577.09,0.14
2019-02-26,5572.74,5572.74,5572.74,5572.74,-0.08
2019-02-27,5570.57,5570.57,5570.57,5570.57,-0.04
2019-02-28,5556.49,5556.49,5556.49,5556.49,-0.25
2019-03-01,5595.11,5595.11,5595.11,5595.11,0.7
2019-03-04,5573.53,5573.53,5573.53,5573.53,-0.39
2019-03-05,5567.4,5567.4,5567.4,5567.4,-0.11
2019-03-06,5531.34,5531.34,5531.34,5531.34,-0.65
2019-03-07,5487.56,5487.56,5487.56,5487.56,-0.79
2019-03-08,5476.39,5476.39,5476.39,5476.39,-0.2
2019-03-11,5556.77,5556.77,5556.77,5556.77,1.47
2019-03-12,5573.44,5573.44,5573.44,5573.44,0.3
2019-03-13,5612.56,5612.56,5612.56,5612.56,0.7
2019-03-14,5609.58,5609.58,5609.58,5609.58,-0.05
2019-03-15,5637.77,5637.77,5637.77,5637.77,0.5
2019-03-18,5658.73,5658.73,5658.73,5658.73,0.37
2019-03-19,5658.15,5658.15,5658.15,5658.15,-0.01
2019-03-20,5641.74,5641.74,5641.74,5641.74,-0.29
2019-03-21,5703.28,5703.28,5703.28,5703.28,1.09
2019-03-22,5595.5,5595.5,5595.5,5595.5,-1.89
2019-03-25,5591.23,5591.23,5591.23,5591.23,-0.08
2019-03-26,5631.39,5631.39,5631.39,5631.39,0.72
2019-03-27,5605.32,5605.32,5605.32,5605.32,-0.46
2019-03-28,5626.32,5626.32,5626.32,5626.32,0.37
2019-03-29,5664.46,5664.46,5664.46,5664.46,0.68
2019-04-01,5730.04,5730.04,5730.04,5730.04,1.16
2019-04-02,5730.35,5730.35,5730.35,5730.35,0.01
2019-04-03,5742.67,5742.67,5742.67,5742.67,0.21
2019-04-04,5755.96,5755.96,5755.96,5755.96,0.23
2019-04-05,5782.7,5782.7,5782.7,5782.7,0.46
2019-04-08,5788.86,5788.86,5788.86,5788.86,0.11
2019-04-09,5755.49,5755.49,5755.49,5755.49,-0.58
2019-04-10,5775.99,5775.99,5775.99,5775.99,0.36
2019-04-11,5776.28,5776.28,5776.28,5776.28,0.01
2019-04-12,5815.04,5815.04,5815.04,5815.04,0.67
2019-04-15,5811.51,5811.51,5811.51,5811.51,-0.06
2019-04-16,5814.46,5814.46,5814.46,5814.46,0.05
2019-04-17,5801.83,5801.83,5801.83,5801.83,-0.22
2019-04-18,5811.13,5811.13,5811.13,5811.13,0.16
2019-04-22,5817.16,5817.16,5817.16,5817.16,0.1
2019-04-23,5868.88,5868.88,5868.88,5868.88,0.89
2019-04-24,5856.03,5856.03,5856.03,5856.03,-0.22
2019-04-25,5853.87,5853.87,5853.87,5853.87,-0.04
2019-04-26,5881.48,5881.48,5881.48,5881.48,0.47
2019-04-29,5888.05,5888.05,5888.05,5888.05,0.11
2019-04-30,5893.81,5893.81,5893.81,5893.81,0.1
2019-05-01,5849.65,5849.65,5849.65,5849.65,-0.75
2019-05-02,5837.46,5837.46,5837.46,5837.46,-0.21
2019-05-03,5894.3,5894.3,5894.3,5894.3,0.97
2019-05-06,5868.45,5868.45,5868.45,5868.45,-0.44
2019-05-07,5771.59,5771.59,5771.59,5771.59,-1.65
2019-05-08,5762.48,5762.48,5762.48,5762.48,-0.16
2019-05-09,5747.08,5747.08,5747.08,5747.08,-0.27
2019-05-10,5770.44,5770.44,5770.44,5770.44,0.41
2019-05-13,5631.41,5631.41,5631.41,5631.41,-2.41
2019-05-14,5677.2,5677.2,5677.2,5677.2,0.81
2019-05-15,5711.49,5711.49,5711.49,5711.49,0.6
2019-05-16,5763.95,5763.95,5763.95,5763.95,0.92
2019-05-17,5730.89,5730.89,5730.89,5730.89,-0.57
2019-05-20,5692.3,5692.3,5692.3,5692.3,-0.67
2019-05-21,5740.81,5740.81,5740.81,5740.81,0.85
2019-05-22,5724.71,5724.71,5724.71,5724.71,-0.28
2019-05-23,5657.1,5657.1,5657.1,5657.1,-1.18
2019-05-24,5665.6,5665.6,5665.6,5665.6,0.15
2019-05-28,5618.18,5618.18,5618.18,5618.18,-0.84
2019-05-29,5579.51,5579.51,5579.51,5579.51,-0.69
2019-05-30,5591.97,5591.97,5591.97,5591.97,0.22
2019-05-31,5519.27,5519.27,5519.27,5519.27,-1.3
2019-06-03,5504.05,5504.05,5504.05,5504.05,-0.28
2019-06-04,5622.31,5622.31,5622.31,5622.31,2.15
2019-06-05,5668.89,5668.89,5668.89,5668.89,0.83
2019-06-06,5705.22,5705.22,5705.22,5705.22,0.64
2019-06-07,5765.66,5765.66,5765.66,5765.66,1.06
2019-06-10,5792.56,5792.56,5792.56,5792.56,0.47
2019-06-11,5790.83,5790.83,5790.83,5790.83,-0.03
2019-06-12,5779.12,5779.12,5779.12,5779.12,-0.2
2019-06-13,5804.53,5804.53,5804.53,5804.53,0.44
2019-06-14,5795.96,5795.96,5795.96,5795.96,-0.15
2019-06-17,5801.4,5801.4,5801.4,5801.4,0.09
2019-06-18,5857.95,5857.95,5857.95,5857.95,0.97
2019-06-19,5875.45,5875.45,5875.45,5875.45,0.3
2019-06-20,5931.66,5931.66,5931.66,5931.66,0.96
2019-06-21,5924.54,5924.54,5924.54,5924.54,-0.12
2019-06-24,5914.29,5914.29,5914.29,5914.29,-0.17
2019-06-25,5858.13,5858.13,5858.13,5858.13,-0.95
2019-06-26,5850.9,5850.9,5850.9,5850.9,-0.12
2019-06-27,5874.15,5874.15,5874.15,5874.15,0.4
2019-06-28,5908.25,5908.25,5908.25,5908.25,0.58
2019-07-01,5953.63,5953.63,5953.63,5953.63,0.77
2019-07-02,5971.29,5971.29,5971.29,5971.29,0.3
2019-07-03,6018.54,6018.54,6018.54,6018.54,0.79
2019-07-05,6008.31,6008.31,6008.31,6008.31,-0.17
2019-07-08,5979.34,5979.34,5979.34,5979.34,-0.48
2019-07-09,5988.48,5988.48,5988.48,5988.48,0.15
2019-07-10,6015.56,6015.56,6015.56,6015.56,0.45
2019-07-11,6029.33,6029.33,6029.33,6029.33,0.23
2019-07-12,6057.77,6057.77,6057.77,6057.77,0.47
2019-07-15,6058.83,6058.83,6058.83,6058.83,0.02
2019-07-16,6038.4,6038.4,6038.4,6038.4,-0.34
2019-07-17,5999.05,5999.05,5999.05,5999.05,-0.65
2019-07-18,6021.15,6021.15,6021.15,6021.15,0.37
2019-07-19,5984.2,5984.2,5984.2,5984.2,-0.61
2019-07-22,6001.28,6001.28,6001.28,6001.28,0.29
2019-07-23,6042.48,6042.48,6042.48,6042.48,0.69
2019-07-24,6071.05,6071.05,6071.05,6071.05,0.47
2019-07-25,6039.13,6039.13,6039.13,6039.13,-0.53
2019-07-26,6083.82,6083.82,6083.82,6083.82,0.74
2019-07-29,6074.01,6074.01,6074.01,6074.01,-0.16
2019-07-30,6058.96,6058.96,6058.96,6058.96,-0.25
2019-07-31,5993.17,5993.17,5993.17,5993.17,-1.09
2019-08-01,5939.83,5939.83,5939.83,5939.83,-0.89
2019-08-02,5897.1,5897.1,5897.1,5897.1,-0.72
2019-08-05,5721.8,5721.8,5721.8,5721.8,-2.97
2019-08-06,5796.72,5796.72,5796.72,5796.72,1.31
2019-08-07,5801.32,5801.32,5801.32,5801.32,0.08
2019-08-08,5911.66,5911.66,5911.66,5911.66,1.9
2019-08-09,5873.47,5873.47,5873.47,5873.47,-0.65
2019-08-12,5804.25,5804.25,5804.25,5804.25,-1.18
2019-08-13,5890.16,5890.16,5890.16,5890.16,1.48
2019-08-14,5719.3,5719.3,5719.3,5719.3,-2.9
2019-08-15,5734.49,5734.49,5734.49,5734.49,0.27
2019-08-16,5818.17,5818.17,5818.17,5818.17,1.46
2019-08-19,5888.93,5888.93,5888.93,5888.93,1.22
2019-08-20,5842.76,5842.76,5842.76,5842.76,-0.78
2019-08-21,5891.19,5891.19,5891.19,5891.19,0.83
2019-08-22,5888.37,5888.37,5888.37,5888.37,-0.05
2019-08-23,5735.63,5735.63,5735.63,5735.63,-2.59
2019-08-26,5799.34,5799.34,5799.34,5799.34,1.11
2019-08-27,5780.79,5780.79,5780.79,5780.79,-0.32
2019-08-28,5818.84,5818.84,5818.84,5818.84,0.66
2019-08-29,5893.65,5893.65,5893.65,5893.65,1.29
2019-08-30,5898.23,5898.23,5898.23,5898.23,0.08
2019-09-03,5857.95,5857.95,5857.95,5857.95,-0.68
2019-09-04,5921.96,5921.96,5921.96,5921.96,1.09
2019-09-05,6000.38,6000.38,6000.38,6000.38,1.32
2019-09-06,6006.07,6006.07,6006.07,6006.07,0.09
2019-09-09,6005.99,6005.99,6005.99,6005.99,0
2019-09-10,6008.12,6008.12,6008.12,6008.12,0.04
2019-09-11,6051.87,6051.87,6051.87,6051.87,0.73
2019-09-12,6070.23,6070.23,6070.23,6070.23,0.3
2019-09-13,6067.5,6067.5,6067.5,6067.5,-0.04
2019-09-16,6048.67,6048.67,6048.67,6048.67,-0.31
2019-09-17,6064.31,6064.31,6064.31,6064.31,0.26
2019-09-18,6066.42,6066.42,6066.42,6066.42,0.03
2019-09-19,6066.9,6066.9,6066.9,6066.9,0.01
2019-09-20,6037.5,6037.5,6037.5,6037.5,-0.48
2019-09-23,6036.9,6036.9,6036.9,6036.9,-0.01
2019-09-24,5986.58,5986.58,5986.58,5986.58,-0.83
2019-09-25,6023.46,6023.46,6023.46,6023.46,0.62
2019-09-26,6009.19,6009.19,6009.19,6009.19,-0.24
2019-09-27,5978.11,5978.11,5978.11,5978.11,-0.52
2019-09-30,6008.59,6008.59,6008.59,6008.59,0.51
2019-10-01,5935.2,5935.2,5935.2,5935.2,-1.22
2019-10-02,5828.93,5828.93,5828.93,5828.93,-1.79
2019-10-03,5876.86,5876.86,5876.86,5876.86,0.82
2019-10-04,5960.43,5960.43,5960.43,5960.43,1.42
2019-10-07,5933.76,5933.76,5933.76,5933.76,-0.45
2019-10-08,5841.57,5841.57,5841.57,5841.57,-1.55
2019-10-09,5896.6,5896.6,5896.6,5896.6,0.94
2019-10-10,5934.56,5934.56,5934.56,5934.56,0.64
2019-10-11,6000.04,6000.04,6000.04,6000.04,1.1
2019-10-14,5991.72,5991.72,5991.72,5991.72,-0.14
2019-10-15,6051.39,6051.39,6051.39,6051.39,1
2019-10-16,6039.69,6039.69,6039.69,6039.69,-0.19
2019-10-17,6056.84,6056.84,6056.84,6056.84,0.28
2019-10-18,6033.26,6033.26,6033.26,6033.26,-0.39
2019-10-21,6074.9,6074.9,6074.9,6074.9,0.69
2019-10-22,6053.42,6053.42,6053.42,6053.42,-0.35
2019-10-23,6070.87,6070.87,6070.87,6070.87,0.29
2019-10-24,6082.54,6082.54,6082.54,6082.54,0.19
2019-10-25,6107.42,6107.42,6107.42,6107.42,0.41
2019-10-28,6141.51,6141.51,6141.51,6141.51,0.56
2019-10-29,6136.47,6136.47,6136.47,6136.47,-0.08
2019-10-30,6156.93,6156.93,6156.93,6156.93,0.33
2019-10-31,6138.73,6138.73,6138.73,6138.73,-0.3
2019-11-01,6198.59,6198.59,6198.59,6198.59,0.98
2019-11-04,6221.63,6221.63,6221.63,6221.63,0.37
2019-11-05,6214.28,6214.28,6214.28,6214.28,-0.12
2019-11-06,6219.1,6219.1,6219.1,6219.1,0.08
2019-11-07,6238.99,6238.99,6238.99,6238.99,0.32
2019-11-08,6256.11,6256.11,6256.11,6256.11,0.27
2019-11-11,6243.81,6243.81,6243.81,6243.81,-0.2
2019-11-12,6253.91,6253.91,6253.91,6253.91,0.16
2019-11-13,6258.58,6258.58,6258.58,6258.58,0.07
2019-11-14,6265.42,6265.42,6265.42,6265.42,0.11
2019-11-15,6314.74,6314.74,6314.74,6314.74,0.79
2019-11-18,6318.02,6318.02,6318.02,6318.02,0.05
2019-11-19,6314.66,6314.66,6314.66,6314.66,-0.05
2019-11-20,6292.17,6292.17,6292.17,6292.17,-0.36
2019-11-21,6282.59,6282.59,6282.59,6282.59,-0.15
2019-11-22,6296.34,6296.34,6296.34,6296.34,0.22
2019-11-25,6344.36,6344.36,6344.36,6344.36,0.76
2019-11-26,6358.46,6358.46,6358.46,6358.46,0.22
2019-11-27,6385.76,6385.76,6385.76,6385.76,0.43
2019-11-29,6361.56,6361.56,6361.56,6361.56,-0.38
2019-12-02,6306.88,6306.88,6306.88,6306.88,-0.86
2019-12-03,6265.22,6265.22,6265.22,6265.22,-0.66
2019-12-04,6305.49,6305.49,6305.49,6305.49,0.64
2019-12-05,6316.69,6316.69,6316.69,6316.69,0.18
2019-12-06,6374.7,6374.7,6374.7,6374.7,0.92
2019-12-09,6355.07,6355.07,6355.07,6355.07,-0.31
2019-12-10,6348.31,6348.31,6348.31,6348.31,-0.11
2019-12-11,6366.84,6366.84,6366.84,6366.84,0.29
2019-12-12,6422.35,6422.35,6422.35,6422.35,0.87
2019-12-13,6423.93,6423.93,6423.93,6423.93,0.02
2019-12-16,6470.03,6470.03,6470.03,6470.03,0.72
2019-12-17,6472.24,6472.24,6472.24,6472.24,0.03
2019-12-18,6470,6470,6470,6470,-0.03
2019-12-19,6499.26,6499.26,6499.26,6499.26,0.45
2019-12-20,6531.75,6531.75,6531.75,6531.75,0.5
2019-12-23,6537.4,6537.4,6537.4,6537.4,0.09
2019-12-24,6536.58,6536.58,6536.58,6536.58,-0.01
2019-12-26,6570.71,6570.71,6570.71,6570.71,0.52
2019-12-27,6571.03,6571.03,6571.03,6571.03,0
2019-12-30,6533.91,6533.91,6533.91,6533.91,-0.57
2019-12-31,6553.57,6553.57,6553.57,6553.57,0.3
2020-01-02,6609.29,6609.29,6609.29,6609.29,0.85
2020-01-03,6563.32,6563.32,6563.32,6563.32,-0.7
2020-01-06,6586.54,6586.54,6586.54,6586.54,0.35
2020-01-07,6568.74,6568.74,6568.74,6568.74,-0.27
2020-01-08,6601.15,6601.15,6601.15,6601.15,0.49
2020-01-09,6646.84,6646.84,6646.84,6646.84,0.69
2020-01-10,6627.87,6627.87,6627.87,6627.87,-0.29
2020-01-13,6674.13,6674.13,6674.13,6674.13,0.7
2020-01-14,6664.66,6664.66,6664.66,6664.66,-0.14
2020-01-15,6677.25,6677.25,6677.25,6677.25,0.19
2020-01-16,6733.35,6733.35,6733.35,6733.35,0.84
2020-01-17,6759.51,6759.51,6759.51,6759.51,0.39
2020-01-21,6741.71,6741.71,6741.71,6741.71,-0.26
2020-01-22,6743.9,6743.9,6743.9,6743.9,0.03
2020-01-23,6752.09,6752.09,6752.09,6752.09,0.12
2020-01-24,6691.22,6691.22,6691.22,6691.22,-0.9
2020-01-27,6585.95,6585.95,6585.95,6585.95,-1.57
2020-01-28,6652.3,6652.3,6652.3,6652.3,1.01
2020-01-29,6646.69,6646.69,6646.69,6646.69,-0.08
2020-01-30,6668.52,6668.52,6668.52,6668.52,0.33
2020-01-31,6551,6551,6551,6551,-1.76
2020-02-03,6598.63,6598.63,6598.63,6598.63,0.73
2020-02-04,6697.49,6697.49,6697.49,6697.49,1.5
2020-02-05,6772.98,6772.98,6772.98,6772.98,1.13
2020-02-06,6796.64,6796.64,6796.64,6796.64,0.35
2020-02-07,6761.26,6761.26,6761.26,6761.26,-0.52
2020-02-10,6811.83,6811.83,6811.83,6811.83,0.75
2020-02-11,6823.59,6823.59,6823.59,6823.59,0.17
2020-02-12,6867.92,6867.92,6867.92,6867.92,0.65
2020-02-13,6858.92,6858.92,6858.92,6858.92,-0.13
2020-02-14,6872.68,6872.68,6872.68,6872.68,0.2
2020-02-18,6853.04,6853.04,6853.04,6853.04,-0.29
2020-02-19,6886.47,6886.47,6886.47,6886.47,0.49
2020-02-20,6860.52,6860.52,6860.52,6860.52,-0.38
2020-02-21,6788.6,6788.6,6788.6,6788.6,-1.05
2020-02-24,6561.94,6561.94,6561.94,6561.94,-3.34
2020-02-25,6363.37,6363.37,6363.37,6363.37,-3.03
2020-02-26,6339.38,6339.38,6339.38,6339.38,-0.38
2020-02-27,6060.67,6060.67,6060.67,6060.67,-4.4
2020-02-28,6011.73,6011.73,6011.73,6011.73,-0.81
2020-03-02,6288.64,6288.64,6288.64,6288.64,4.61
2020-03-03,6112.07,6112.07,6112.07,6112.07,-2.81
2020-03-04,6370.35,6370.35,6370.35,6370.35,4.23
2020-03-05,6155.58,6155.58,6155.58,6155.58,-3.37
2020-03-06,6050.8,6050.8,6050.8,6050.8,-1.7
2020-03-09,5591.74,5591.74,5591.74,5591.74,-7.59
2020-03-10,5868.11,5868.11,5868.11,5868.11,4.94
2020-03-11,5581.76,5581.76,5581.76,5581.76,-4.88
2020-03-12,5051.97,5051.97,5051.97,5051.97,-9.49
2020-03-13,5522.85,5522.85,5522.85,5522.85,9.32
2020-03-16,4861.22,4861.22,4861.22,4861.22,-11.98
2020-03-17,5152.83,5152.83,5152.83,5152.83,6
2020-03-18,4885.76,4885.76,4885.76,4885.76,-5.18
2020-03-19,4909.13,4909.13,4909.13,4909.13,0.48
2020-03-20,4697.09,4697.09,4697.09,4697.09,-4.32
2020-03-23,4559.5,4559.5,4559.5,4559.5,-2.93
2020-03-24,4987.8,4987.8,4987.8,4987.8,9.39
2020-03-25,5045.35,5045.35,5045.35,5045.35,1.15
2020-03-26,5360.49,5360.49,5360.49,5360.49,6.25
2020-03-27,5179.92,5179.92,5179.92,5179.92,-3.37
2020-03-30,5354.39,5354.39,5354.39,5354.39,3.37
2020-03-31,5269.2,5269.2,5269.2,5269.2,-1.59
2020-04-01,5036.64,5036.64,5036.64,5036.64,-4.41
2020-04-02,5152.47,5152.47,5152.47,5152.47,2.3
2020-04-03,5075.16,5075.16,5075.16,5075.16,-1.5
2020-04-06,5432.17,5432.17,5432.17,5432.17,7.03
2020-04-07,5423.52,5423.52,5423.52,5423.52,-0.16
2020-04-08,5609.55,5609.55,5609.55,5609.55,3.43
2020-04-09,5691.54,5691.54,5691.54,5691.54,1.46
2020-04-13,5634.15,5634.15,5634.15,5634.15,-1.01
2020-04-14,5807.1,5807.1,5807.1,5807.1,3.07
2020-04-15,5679.53,5679.53,5679.53,5679.53,-2.2
2020-04-16,5712.6,5712.6,5712.6,5712.6,0.58
2020-04-17,5865.9,5865.9,5865.9,5865.9,2.68
2020-04-20,5761,5761,5761,5761,-1.79
2020-04-21,5584.44,5584.44,5584.44,5584.44,-3.06
2020-04-22,5712.65,5712.65,5712.65,5712.65,2.3
2020-04-23,5710.04,5710.04,5710.04,5710.04,-0.05
2020-04-24,5789.65,5789.65,5789.65,5789.65,1.39
2020-04-27,5874.94,5874.94,5874.94,5874.94,1.47
2020-04-28,5844.18,5844.18,5844.18,5844.18,-0.52
2020-04-29,5999.74,5999.74,5999.74,5999.74,2.66
2020-04-30,5944.68,5944.68,5944.68,5944.68,-0.92
2020-05-01,5778.53,5778.53,5778.53,5778.53,-2.8
2020-05-04,5803.12,5803.12,5803.12,5803.12,0.43
2020-05-05,5855.58,5855.58,5855.58,5855.58,0.9
2020-05-06,5815.17,5815.17,5815.17,5815.17,-0.69
2020-05-07,5884.14,5884.14,5884.14,5884.14,1.19
2020-05-08,5984.55,5984.55,5984.55,5984.55,1.71
2020-05-11,5985.66,5985.66,5985.66,5985.66,0.02
2020-05-12,5863.68,5863.68,5863.68,5863.68,-2.04
2020-05-13,5761.7,5761.7,5761.7,5761.7,-1.74
2020-05-14,5829.33,5829.33,5829.33,5829.33,1.17
2020-05-15,5852.84,5852.84,5852.84,5852.84,0.4
2020-05-18,6037.9,6037.9,6037.9,6037.9,3.16
2020-05-19,5975.15,5975.15,5975.15,5975.15,-1.04
2020-05-20,6075.76,6075.76,6075.76,6075.76,1.68
2020-05-21,6028.93,6028.93,6028.93,6028.93,-0.77
2020-05-22,6044.16,6044.16,6044.16,6044.16,0.25
2020-05-26,6118.54,6118.54,6118.54,6118.54,1.23
2020-05-27,6209.38,6209.38,6209.38,6209.38,1.48
2020-05-28,6197.02,6197.02,6197.02,6197.02,-0.2
2020-05-29,6227.81,6227.81,6227.81,6227.81,0.5
2020-06-01,6251.48,6251.48,6251.48,6251.48,0.38
2020-06-02,6303,6303,6303,6303,0.82
2020-06-03,6389.67,6389.67,6389.67,6389.67,1.38
2020-06-04,6369.54,6369.54,6369.54,6369.54,-0.32
2020-06-05,6536.58,6536.58,6536.58,6536.58,2.62
2020-06-08,6615.4,6615.4,6615.4,6615.4,1.21
2020-06-09,6564.27,6564.27,6564.27,6564.27,-0.77
2020-06-10,6529.42,6529.42,6529.42,6529.42,-0.53
2020-06-11,6145.3,6145.3,6145.3,6145.3,-5.88
2020-06-12,6227.42,6227.42,6227.42,6227.42,1.34
2020-06-15,6279.4,6279.4,6279.4,6279.4,0.83
2020-06-16,6398.58,6398.58,6398.58,6398.58,1.9
2020-06-17,6375.54,6375.54,6375.54,6375.54,-0.36
2020-06-18,6379.56,6379.56,6379.56,6379.56,0.06
2020-06-19,6344.7,6344.7,6344.7,6344.7,-0.55
2020-06-22,6385.91,6385.91,6385.91,6385.91,0.65
2020-06-23,6413.44,6413.44,6413.44,6413.44,0.43
2020-06-24,6247.66,6247.66,6247.66,6247.66,-2.58
2020-06-25,6316.45,6316.45,6316.45,6316.45,1.1
2020-06-26,6163.5,6163.5,6163.5,6163.5,-2.42
2020-06-29,6254.78,6254.78,6254.78,6254.78,1.48
2020-06-30,6351.67,6351.67,6351.67,6351.67,1.55
2020-07-01,6383.76,6383.76,6383.76,6383.76,0.51
2020-07-02,6414.16,6414.16,6414.16,6414.16,0.48
2020-07-06,6516.05,6516.05,6516.05,6516.05,1.59
2020-07-07,6445.59,6445.59,6445.59,6445.59,-1.08
2020-07-08,6496.14,6496.14,6496.14,6496.14,0.78
2020-07-09,6461.31,6461.31,6461.31,6461.31,-0.54
2020-07-10,6528.96,6528.96,6528.96,6528.96,1.05
2020-07-13,6467.84,6467.84,6467.84,6467.84,-0.94
2020-07-14,6555.4,6555.4,6555.4,6555.4,1.35
2020-07-15,6615.07,6615.07,6615.07,6615.07,0.91
2020-07-16,6592.75,6592.75,6592.75,6592.75,-0.34
2020-07-17,6611.86,6611.86,6611.86,6611.86,0.29
2020-07-20,6667.45,6667.45,6667.45,6667.45,0.84
2020-07-21,6678.74,6678.74,6678.74,6678.74,0.17
2020-07-22,6717.29,6717.29,6717.29,6717.29,0.58
2020-07-23,6635.04,6635.04,6635.04,6635.04,-1.22
2020-07-24,6594.1,6594.1,6594.1,6594.1,-0.62
2020-07-27,6642.9,6642.9,6642.9,6642.9,0.74
2020-07-28,6599.97,6599.97,6599.97,6599.97,-0.65
2020-07-29,6682.01,6682.01,6682.01,6682.01,1.24
2020-07-30,6658.02,6658.02,6658.02,6658.02,-0.36
2020-07-31,6709.81,6709.81,6709.81,6709.81,0.78
2020-08-03,6758.2,6758.2,6758.2,6758.2,0.72
2020-08-04,6782.6,6782.6,6782.6,6782.6,0.36
2020-08-05,6826.22,6826.22,6826.22,6826.22,0.64
2020-08-06,6870.86,6870.86,6870.86,6870.86,0.65
2020-08-07,6876.65,6876.65,6876.65,6876.65,0.08
2020-08-10,6895.59,6895.59,6895.59,6895.59,0.28
2020-08-11,6840.67,6840.67,6840.67,6840.67,-0.8
